# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
peak_1	Xkr4 (-181260), Rp1 (+507556)
peak_568	Cobl (-441145)
peak_569	Cobl (-851055)
peak_570	Cobl (-914186)
peak_571	NONE
peak_572	NONE
peak_573	NONE
peak_574	NONE
peak_575	Vstm2a (-479555)
peak_576	Sec61g (+122700), Vstm2a (+128060)
peak_577	Egfr (-236661), Sec61g (-7066)
peak_578	Ppp3r1 (-60083), Cnrip1 (+47362)
peak_579	C1d (+260898), Etaa1 (+435383)
peak_580	Etaa1 (+286156), C1d (+410125)
peak_581	Etaa1 (-10139)
peak_582	Etaa1 (-98541), Meis1 (+966553)
peak_583	Etaa1 (-244660), Meis1 (+820434)
peak_584	Etaa1 (-343494), Meis1 (+721600)
peak_585	Etaa1 (-669562), Meis1 (+395532)
peak_586	Etaa1 (-682423), Meis1 (+382671)
peak_587	Spred2 (-841849), Meis1 (-63624)
peak_588	Meis1 (-857081), Spred2 (-48392)
peak_589	Sertad2 (-147188), Slc1a4 (-63433)
peak_590	Wdpcp (+62180), Otx1 (+367200)
peak_591	Otx1 (+94450), Wdpcp (+334930)
peak_592	Tmem17 (+134987), B3gnt2 (+213026)
peak_593	Rel (-70828), Papolg (+53455)
peak_594	Bcl11a (+204379)
peak_595	Bcl11a (+518789)
peak_596	Bcl11a (+733545)
peak_597	Bcl11a (+803657)
peak_598	Gm6899 (-166901), Fancl (+40205)
peak_599	Gm6899 (-125697), Fancl (+81409)
peak_600	Vrk2 (-75948)
peak_601	Vrk2 (-138955)
peak_602	Vrk2 (-768881)
peak_603	Vrk2 (-795467)
peak_604	Ccdc85a (+344073)
peak_605	Ccdc85a (+244193)
peak_606	Ccdc85a (+229976)
peak_607	Pnpt1 (-100095), Efemp1 (+177449)
peak_608	Ccdc88a (+65017), Prorsd1 (+76358)
peak_609	4931440F15Rik (-135718), Eml6 (+64647)
peak_610	Eml6 (-47683), Sptbn1 (+194453)
peak_611	Stc2 (-222029), Bod1 (+79782)
peak_612	Fbxw11 (-39352), Stk10 (+70218)
peak_613	Smim23 (-202414), Fgf18 (+120381)
peak_614	Lcp2 (-32886), Kcnmb1 (+51021)
peak_615	Pank3 (-69399), Slit3 (+578861)
peak_616	Wwc1 (-361873), Tenm2 (+893482)
peak_617	Tenm2 (-777131)
peak_618	NONE
peak_619	NONE
peak_620	Mat2b (+443363)
peak_621	Mat2b (+31440)
peak_622	Ccng1 (-260964), Gabrg2 (+984257)
peak_623	Ccng1 (-356421), Gabrg2 (+888800)
peak_624	Ccng1 (-625801), Gabrg2 (+619420)
peak_625	Ccng1 (-954781), Gabrg2 (+290440)
peak_626	Gabrg2 (+111058)
peak_627	Adra1b (-404777), Il12b (-94076)
peak_628	Sox30 (+33922), Gm12166 (+38079)
peak_629	Timd4 (-43733), Havcr1 (+15899)
peak_630	Timd4 (+100419), Sgcd (+468303)
peak_631	Sgcd (-88773)
peak_632	Sgcd (-414943)
peak_633	Rack1 (-77638)
peak_634	Olfr1393 (-16621), Mgat1 (+17492)
peak_635	Cdkn2aipnl (-69481), Jade2 (-40527)
peak_636	Irf1 (+25041), Gm12216 (+54993)
peak_637	Cdc42se2 (-8842), Lyrm7 (+64091)
peak_638	Cdc42se2 (-19305), Lyrm7 (+53628)
peak_639	Glra1 (-62745), Nmur2 (+370444)
peak_640	Gria1 (-808085), Nmur2 (-162715)
peak_641	Nmur2 (-691057), Gria1 (-279743)
peak_642	Nmur2 (-766177), Gria1 (-204623)
peak_643	Fam114a2 (+172745), Gria1 (+334048)
peak_644	Obscn (+42362), Trim11 (+115898)
peak_645	Obscn (+11562), Trim11 (+146698)
peak_646	Gm10428 (-2231)
peak_647	Trim16 (-16197), Zfp286 (-14572)
peak_648	Hs3st3b1 (+116953), Pmp22 (+676355)
peak_649	Cox10 (-218890), Hs3st3a1 (-136976)
peak_650	Dnah9 (-292249), Shisa6 (+65182)
peak_651	Gas7 (-221438), Myh13 (+43440)
peak_652	Myh10 (+60605), Ndel1 (+100615)
peak_653	Gucy2e (-31737), Cntrob (+55016)
peak_654	Kdm6b (-78627), Dnah2 (+56806)
peak_655	Kdm6b (-115901), Dnah2 (+19532)
peak_656	Zfp3 (-37084), Kif1c (+26577)
peak_657	Wscd1 (-543268), Nlrp1b (-6652)
peak_658	Wscd1 (+70086), Aipl1 (+216027)
peak_659	Olfr380 (-12378), Olfr381 (+21642)
peak_660	Rtn4rl1 (+11379), Rpa1 (+143148)
peak_661	Rtn4rl1 (+25865), Rpa1 (+128662)
peak_662	Rtn4rl1 (+53221), Rpa1 (+101306)
peak_663	Pitpna (-35642), Slc43a2 (+20343)
peak_664	Doc2b (-48008), Rph3al (+93681)
peak_665	Nf1 (-32671), Gm9964 (-10248)
peak_666	Rab11fip4 (+14119), Utp6 (+357059)
peak_667	Utp6 (+155573), Rab11fip4 (+215605)
peak_668	Ccl5 (-37145), Ccl9 (+10973)
peak_669	Dusp14 (+19994), Synrg (+84379)
peak_670	Aatf (+99223), Acaca (+241177)
peak_671	Lhx1 (-38537), Mrm1 (+255443)
peak_672	Lhx1 (-183080), Mrm1 (+110900)
peak_673	Appbp2 (-62509), Ppm1d (-13605)
peak_674	Med13 (-110899), Rnft1 (-16156)
peak_675	Epx (+6689), Mks1 (+15632)
peak_676	Nog (-89911), Ankfn1 (+26705)
peak_677	Ankfn1 (-491455), Pctp (+92491)
peak_678	Car10 (-404944)
peak_679	Utp18 (+147625), Car10 (+638851)
peak_680	Utp18 (+90499), Car10 (+695977)
peak_681	Tob1 (-35501), Spag9 (+179850)
peak_682	Abcc3 (-40940), Cacna1g (+40184)
peak_683	Eme1 (-16253), Xylt2 (+7298)
peak_684	Phb (-55566), Ngfr (-23656)
peak_685	Zfp652 (-14230), Phb (+31486)
peak_686	Phospho1 (-14497), B130006D01Rik (+86416)
peak_687	Snx11 (+17141), Skap1 (+295797)
peak_688	Fbxo47 (-19516), Plxdc1 (+82729)
peak_689	Stac2 (+10060), Rpl19 (+16478)
peak_690	Grb7 (+38751), Ikzf3 (+60215)
peak_691	Gm11639 (-41772), Itgb3 (+35935)
peak_692	Gm11639 (-28)
peak_693	Tanc2 (+121840), Cyb561 (+232581)
peak_694	Tex2 (-78079), Pecam1 (+24385)
peak_695	Nol11 (-103308), Pitpnc1 (+178010)
peak_696	Nol11 (-176641), Pitpnc1 (+104677)
peak_697	Nol11 (-180882), Pitpnc1 (+100436)
peak_698	Nol11 (-187179), Pitpnc1 (+94139)
peak_699	Axin2 (+21031), E030025P04Rik (+202989)
peak_700	Map2k6 (-44695), Abca5 (-16749)
peak_701	Kcnj16 (-218196), Map2k6 (+350715)
peak_702	Kcnj16 (-172194), Map2k6 (+396717)
peak_703	Slc39a11 (+274539), Sox9 (+508996)
peak_704	Slc39a11 (-46107), Sstr2 (-7476)
peak_705	Cdc42ep4 (-104761), Sdk2 (+210139)
peak_706	Rpl38 (-474563), Sdk2 (-127828)
peak_707	Sdk2 (-552888), Rpl38 (-49503)
peak_708	Sdk2 (-562348), Rpl38 (-40043)
peak_709	Smim5 (-19831), Myo15b (+21729)
peak_710	Gm11733 (-192989), Sept9 (+91718)
peak_711	Cbx4 (-42896), Tbc1d16 (+99382)
peak_712	Rptor (-30687), Nptx1 (-24709)
peak_713	Aspscr1 (+14113), Cenpx (+26627)
peak_714	Dnmt3a (-181403), Dtnb (+53236)
peak_715	Ptrhd1 (-60831), Adcy3 (+39794)
peak_716	Cenpo (-196783), Ncoa1 (+46105)
peak_717	Fam228a (+19287), Itsn2 (+126124)
peak_718	Klhl29 (+165821), Atad2b (+292457)
peak_719	Klhl29 (-109742)
peak_720	Klhl29 (-859361)
peak_721	Apob (-866180)
peak_722	Apob (-175985)
peak_723	Ldah (-84085), Apob (+146374)
peak_724	Nt5c1b (-686380), Osr1 (+109152)
peak_725	Kcns3 (+118968), Rdh14 (+640633)
peak_726	Fam49a (-713518), Rad51ap2 (+92542)
peak_727	Fam49a (+205548), Mycn (+474227)
peak_728	Fam84a (-242577)
peak_729	Fam84a (-569862)
peak_730	Fam84a (-873933), Trib2 (+790798)
peak_731	Trib2 (+438533)
peak_732	Trib2 (+393376)
peak_733	Trib2 (-598791), Lpin1 (+174194)
peak_734	Hpcal1 (-28961), Odc1 (+117101)
peak_735	Gm10479 (-788648)
peak_736	Gm10479 (-42125)
peak_737	Mboat2 (-54514), Rrm2 (+68868)
peak_738	Id2 (-650434), Rnf144a (+667680)
peak_739	Sox11 (-561110), Dcdc2c (+644653)
peak_740	Alkal2 (-197716), Tmem18 (+102180)
peak_741	Nampt (-401976), Ccdc71l (+39655)
peak_742	Atxn7l1 (-138269), Cdhr3 (-71371)
peak_743	Cdhr3 (-151318), Atxn7l1 (-58322)
peak_744	Prps1l1 (-251125), Hdac9 (-204762)
peak_745	Ahr (+30685), Snx13 (+457167)
peak_746	Ahr (-319735), Agr3 (-70847)
peak_747	Lrrc72 (+19137), Ankmy2 (+41951)
peak_748	Lrrc72 (-67107), Sostdc1 (-28830)
peak_749	Ispd (-38260), Sostdc1 (+29120)
peak_750	Meox2 (-623216), D630036H23Rik (-103143)
peak_751	D630036H23Rik (-569805), Meox2 (-156554)
peak_752	Agmo (-80394), Meox2 (+52707)
peak_753	Dgkb (-36027), Agmo (+603037)
peak_754	Etv1 (-252531), Dgkb (+646846)
peak_755	Arl4a (+498260), Etv1 (+759087)
peak_756	Arl4a (+471484), Etv1 (+785863)
peak_757	Arl4a (+208728)
peak_758	Arl4a (+137740)
peak_759	NONE
peak_760	NONE
peak_761	NONE
peak_762	NONE
peak_763	NONE
peak_764	Dnajb9 (+479595)
peak_765	Dnajb9 (+461458)
peak_766	Dnajb9 (+281112)
peak_767	Pnpla8 (-38033), Dnajb9 (-20789)
peak_768	Nrcam (+154253), Stxbp6 (+591473)
peak_769	Stxbp6 (+337060), Nrcam (+408666)
peak_770	Stxbp6 (-121536)
peak_771	Stxbp6 (-888031), Nova1 (+856189)
peak_772	Stxbp6 (-970237), Nova1 (+773983)
peak_773	Nova1 (-766705)
peak_774	NONE
peak_775	NONE
peak_776	Foxg1 (-957530)
peak_777	Foxg1 (-372739)
peak_778	Foxg1 (-325240)
peak_779	Foxg1 (-189911)
peak_780	Gm43517 (+316849), Prkd1 (+947075)
peak_781	Prkd1 (-519141), G2e3 (-180049)
peak_782	Hectd1 (-47737), Heatr5a (+94048)
peak_783	Arhgap5 (-387800), Nubpl (+18479)
peak_784	Npas3 (-384993), Akap6 (+164301)
peak_785	Npas3 (-215192), Akap6 (+334102)
peak_786	Egln3 (+57015), Npas3 (+898168)
peak_787	Cfl2 (-27205), Baz1a (+96425)
peak_788	Psma6 (-87194), Ppp2r3c (-8583)
peak_789	Nkx2-1 (-47695), Nkx2-9 (+28681)
peak_790	Sstr1 (-269649), Ttc6 (+366338)
peak_791	Sstr1 (-55155), Ttc6 (+580832)
peak_792	Sstr1 (-17687), Ttc6 (+618300)
peak_793	Clec14a (-230679), Sec23a (+512048)
peak_794	Clec14a (-500616), Sec23a (+242111)
peak_795	Clec14a (-589466), Sec23a (+153261)
peak_796	Fbxo33 (-278769)
peak_797	NONE
peak_798	NONE
peak_799	Lrfn5 (-369300)
peak_800	Lrfn5 (-154019)
peak_801	Lrfn5 (+104886)
peak_802	Lrfn5 (+181519)
peak_803	Lrfn5 (+239649)
peak_804	Lrfn5 (+652732)
peak_805	NONE
peak_806	Fscb (+782957)
peak_807	Fscb (+565463)
peak_808	Mdga2 (-765564)
peak_809	Rps29 (+752616)
peak_810	Rps29 (+717955)
peak_811	Gm9887 (-117607), Vcpkmt (+92963)
peak_812	Frmd6 (-285372), Tmx1 (+87047)
peak_813	Gpr135 (+81909), Daam1 (+158053)
peak_814	Dhrs7 (+36542), Pcnx4 (+91984)
peak_815	Ppm1a (-67264), Dhrs7 (-29038)
peak_816	Snapc1 (-11055), Hif1a (+45567)
peak_817	Syt16 (+55602), Gm11042 (+263131)
peak_818	Gphb5 (+37366), Rhoj (+71093)
peak_819	Ppp2r5e (-35229), Wdr89 (+38108)
peak_820	Max (-216318), Fut8 (-60562)
peak_821	Gm6657 (-418683), Fut8 (+536494)
peak_822	Gm6657 (-413752), Fut8 (+541425)
peak_823	Zfp36l1 (+248183), Rad51b (+567479)
peak_824	Smoc1 (-35773), Slc10a1 (-22330)
peak_825	Sipa1l1 (-250804), Pcnx (+58586)
peak_826	Rgs6 (+172636), Dpf3 (+698135)
peak_827	Dpf3 (-18747), Dcaf4 (-14003)
peak_828	Pnma1 (-14393), Elmsan1 (+31133)
peak_829	Elmsan1 (-64188), Ptgr2 (-27029)
peak_830	Ltbp2 (+18074), Isca2 (+85170)
peak_831	Pgf (-24465), Eif2b2 (-17720)
peak_832	Mfsd7c (-48370), Batf (+11500)
peak_833	Nrxn3 (+465439)
peak_834	Dio2 (+656220)
peak_835	Dio2 (-102819), Cep128 (+543152)
peak_836	Dio2 (-539621), Cep128 (+106350)
peak_837	Flrt2 (-837200)
peak_838	Flrt2 (-444218)
peak_839	Flrt2 (-351591)
peak_840	Flrt2 (-106579)
peak_841	Flrt2 (-74465)
peak_842	Flrt2 (+818436)
peak_843	NONE
peak_844	Galc (+875645)
peak_845	Galc (+581106)
peak_846	Galc (+439865)
peak_847	Ttc8 (+8967), Foxn3 (+464218)
peak_848	Nrde2 (+21550), Psmc1 (+27944)
peak_849	Gpr68 (+29468), 9030617O03Rik (+99673)
peak_850	Catsperb (-299225), Ppp4r3a (-21751)
peak_851	Lgmn (+26596), Rin3 (+130169)
peak_852	Gm20604 (-108805), Btbd7 (+10929)
peak_853	Serpina3c (-47960), Serpina3f (-12714)
peak_854	Tcl1b3 (-141449), Glrx5 (+16904)
peak_855	Tcl1b3 (-136807), Glrx5 (+21546)
peak_856	Bdkrb2 (-94951), D430019H16Rik (+14419)
peak_857	Vrk1 (+52978)
peak_858	Evl (+18906), Degs2 (+128685)
peak_859	Wdr25 (+78412), Begain (+95488)
peak_860	Dlk1 (-221370), Begain (-163262)
peak_861	Dio3 (-665850), Rtl1 (-12888)
peak_862	Dio3 (-529156), Rtl1 (-149582)
peak_863	Dync1h1 (+7978), 1700001K19Rik (+73189)
peak_864	Ankrd9 (-49753), Rcor1 (-11005)
peak_865	4930595D18Rik (-52111), Amn (-34493)
peak_866	Amn (+30904), Cdc42bpb (+75719)
peak_867	Aspg (-107935), Rd3l (-17427)
peak_868	Aspg (-93257), Rd3l (-32105)
peak_869	Rd3l (-79653), Aspg (-45709)
peak_870	Kif26a (+15442), Tmem179 (+349522)
peak_871	Adam6a (+328363)
peak_872	Adam6a (+787136)
peak_873	Zfp386 (-623390)
peak_874	Zfp386 (-58046)
peak_875	Rapgef5 (-968702), Ptprn2 (+61944)
peak_876	Rapgef5 (-952869), Ptprn2 (+77777)
peak_877	Sp8 (-457836), Sp4 (-87125)
peak_878	Abcb5 (-45479), Itgb8 (+226902)
peak_879	Itgb8 (-107720), Macc1 (-46061)
peak_880	Tmem196 (-425748), Macc1 (+128079)
peak_881	Gdi2 (-316098)
peak_882	Gdi2 (-80663)
peak_883	Net1 (+8026), Calm5 (+55926)
peak_884	Akr1c14 (+27071), Akr1c18 (+74572)
peak_885	Akr1e1 (-204875)
peak_886	Klf6 (-918602), Akr1e1 (-333706)
peak_887	Klf6 (-878746), Akr1e1 (-373562)
peak_888	Klf6 (-797330), Akr1e1 (-454978)
peak_889	Klf6 (-762843), Akr1e1 (-489465)
peak_890	Klf6 (-164097)
peak_891	Pitrm1 (-112273), Klf6 (+574396)
peak_892	Pfkp (-54383)
peak_893	Pfkp (-86943)
peak_894	Pfkp (-129704)
peak_895	Pfkp (-235564)
peak_896	Pfkp (-482258)
peak_897	Dip2c (-42383), Larp4b (+140264)
peak_898	Zmynd11 (-537642), Chrm3 (+58714)
peak_899	Ryr2 (-120094), Mtr (+31056)
peak_900	Nid1 (-22164), Gpr137b (-21773)
peak_901	Lyst (-129472), Nid1 (+23374)
peak_902	Lyst (-60834), Nid1 (+92012)
peak_903	Gng4 (-62187), Lyst (+131745)
peak_904	B3galnt2 (+10373), Tbce (+74796)
peak_905	Hecw1 (-41877), Mrpl32 (+48062)
peak_906	Gli3 (-654757), AW209491 (+178975)
peak_907	Gli3 (-436785), AW209491 (+396947)
peak_908	Gli3 (-211963), AW209491 (+621769)
peak_909	Inhba (+379870)
peak_910	Inhba (+488230)
peak_911	Sugct (+754957), Inhba (+927931)
peak_912	Sugct (+335991)
peak_913	Pou6f2 (-306073), Vps41 (-29176)
peak_914	Amph (+117007), Stard3nl (+330376)
peak_915	Aoah (-257526), Elmo1 (+445968)
peak_916	Aoah (+66243), Olfr1370 (+214591)
peak_917	Vmn1r204 (-6785), Vmn1r203 (+25365)
peak_918	Vmn1r220 (+7870), Vmn1r219 (+14011)
peak_919	Zfp322a (+24179), Vmn1r223 (+95791)
peak_920	Scgn (-36887), Carmil1 (+252694)
peak_921	Nrsn1 (+27797), Dcdc2a (+186032)
peak_922	Nrsn1 (-976004), Hdgfl1 (+524079)
peak_923	Prl (-233765), Hdgfl1 (-53640)
peak_924	Prl (-219687), Hdgfl1 (-67718)
peak_925	Prl2c1 (-18912), Prl2a1 (+28836)
peak_926	Prl4a1 (-32557), Prl2c1 (+134253)
peak_927	Sox4 (-60690), Cdkal1 (+841271)
peak_928	E2f3 (-137698), Mboat1 (-12728)
peak_929	Agtr1a (-69821), Mboat1 (+130131)
peak_930	Foxq1 (-564124), Gm5447 (+17806)
peak_931	Foxq1 (-172796), Gm5447 (+409134)
peak_932	Serpinb6d (+22000), Serpinb6e (+160003)
peak_933	Psmg4 (-22767), Tubb2b (-9843)
peak_934	Slc22a23 (-125710), Pxdc1 (+182594)
peak_935	Slc22a23 (-175987), Pxdc1 (+132317)
peak_936	Cdyl (-603031), Eci2 (-62658)
peak_937	Lyrm4 (-546099), Nrn1 (+70852)
peak_938	F13a1 (-213962), Ly86 (-81958)
peak_939	Eef1e1 (-231385), Slc35b3 (+70432)
peak_940	Eef1e1 (-276775), Slc35b3 (+25042)
peak_941	Slc35b3 (-583988), Ofcc1 (+743148)
peak_942	Slc35b3 (-978070), Ofcc1 (+349066)
peak_943	Ofcc1 (-299478), Tfap2a (+146334)
peak_944	Ofcc1 (-338411), Tfap2a (+107401)
peak_945	Mak (+11986), Tmem14c (+42191)
peak_946	Elovl2 (+15802), Sycp2l (+90296)
peak_947	Edn1 (-171106), Hivep1 (+78349)
peak_948	Tbc1d7 (-80167), Gfod1 (+52521)
peak_949	Jarid2 (-321504), Cd83 (+624992)
peak_950	Jarid2 (+116044), Dtnbp1 (+154832)
peak_951	Fam8a1 (-93506), Cap2 (+74168)
peak_952	Kdm1b (+12876), Dek (+49815)
peak_953	Id4 (-521181), Rnf144b (+617391)
peak_954	Id4 (+35811), Zfp169 (+216355)
peak_955	A830005F24Rik (+52505), Ptpdc1 (+59589)
peak_956	Barx1 (+31721), Phf2 (+176400)
peak_957	Phf2 (+88086), Barx1 (+120035)
peak_958	Phf2 (+22137), Barx1 (+185984)
peak_959	Gm906 (+228774), Iars (+339434)
peak_960	Gm906 (+166292), Iars (+401916)
peak_961	Gm906 (+131013), Iars (+437195)
peak_962	Gm904 (-114602), Nutm2 (+61319)
peak_963	Spin1 (-77872), Gm8765 (+324696)
peak_964	Gm15440 (-70882), Sema4d (+21824)
peak_965	Auh (+76605), Syk (+269883)
peak_966	Auh (+53502), Syk (+292986)
peak_967	Auh (+49708), Syk (+296780)
peak_968	Msx2 (-490243), Drd1 (+92341)
peak_969	Cplx2 (-39364), Hrh2 (+139856)
peak_970	Simc1 (-21757), Thoc3 (-13173)
peak_971	Pitx1 (-234563), H2afy (+69643)
peak_972	Trpc7 (-88157), Spock1 (+924381)
peak_973	Trpc7 (-312449), Spock1 (+700089)
peak_974	Trpc7 (-476948), Spock1 (+535590)
peak_975	Slc28a3 (+43749), Rmi1 (+162062)
peak_976	Ntrk2 (+300929), Agtpbp1 (+448685)
peak_977	Gas1 (-212947), Dapk1 (-212069)
peak_978	Gas1 (-248934), Dapk1 (-176082)
peak_979	Cts7 (-38989), Ctsm (+144654)
peak_980	Cts7 (-64126), Ctsm (+119517)
peak_981	Cts7 (-105590), Ctsm (+78053)
peak_982	Zfp808 (-544023), Cts3 (-15766)
peak_983	Fancc (-5742), Ptch1 (+128268)
peak_984	Hsd17b3 (+68504), Ercc6l2 (+205394)
peak_985	Fam240b (-151465), Cntnap3 (+254698)
peak_986	Spata31d1c (-59617), Spata31 (+56035)
peak_987	Spata31d1c (-35512), Spata31 (+80140)
peak_988	Gm10772 (-99246), 2410141K09Rik (+114259)
peak_989	Gm10772 (-191476), 2410141K09Rik (+22029)
peak_990	Gm10767 (-362892), 2410141K09Rik (-100944)
peak_991	2410141K09Rik (-394161), Gm10767 (-69675)
peak_992	Zfp458 (-29580), Zfp457 (+7764)
peak_993	Mtrr (+66847), BC048507 (+651931)
peak_994	Adcy2 (+99627), 1700001L19Rik (+302493)
peak_995	Adcy2 (-159593), Papd7 (+374730)
peak_996	Adcy2 (-171241), Papd7 (+363082)
peak_997	Ice1 (+242017), Med10 (+585776)
peak_998	8030423J24Rik (+467475), Irx1 (+613300)
peak_999	Irx1 (+535325), 8030423J24Rik (+545450)
peak_1000	Irx1 (+472135), 8030423J24Rik (+608640)
peak_1001	Irx1 (+83983), 8030423J24Rik (+996792)
peak_1002	Irx1 (-428851), Irx2 (-236246)
peak_1003	Lpcat1 (-101423), Mrpl36 (+34786)
peak_1004	Zfp72 (-15656), Zfp825 (+87478)
peak_1005	Pcsk1 (-253642), Cast (-28245)
peak_1006	Ell2 (-534876), Pcsk1 (+82055)
peak_1007	Spata9 (-13627), Rhobtb3 (-10245)
peak_1008	Mctp1 (-233665), Fam81b (-40937)
peak_1009	Fam172a (-335661), 2210408I21Rik (+237489)
peak_1010	Fam172a (-279982), 2210408I21Rik (+293168)
peak_1011	Fam172a (-170719), 2210408I21Rik (+402431)
peak_1012	Fam172a (-139217), 2210408I21Rik (+433933)
peak_1013	Pou5f2 (-225620), Fam172a (+90592)
peak_1014	Pou5f2 (-73755), Fam172a (+242457)
peak_1015	Nr2f1 (+60352), Pou5f2 (+114503)
peak_1016	Nr2f1 (-746134)
peak_1017	Nr2f1 (-766079)
peak_1018	Arrdc3 (-859605)
peak_1019	Arrdc3 (-319036)
peak_1020	Arrdc3 (-200083)
peak_1021	Adgrv1 (+180334), Arrdc3 (+569410)
peak_1022	Adgrv1 (+47082), Arrdc3 (+702662)
peak_1023	Cetn3 (+542581)
peak_1024	Cetn3 (+552421)
peak_1025	Mef2c (-995489), Cetn3 (+745969)
peak_1026	Mef2c (-830077), Cetn3 (+911381)
peak_1027	Mef2c (-703990)
peak_1028	Mef2c (-337469)
peak_1029	Ccnh (-748202), Tmem161b (+218906)
peak_1030	Ccnh (-699240), Tmem161b (+267868)
peak_1031	Ccnh (-354546), Tmem161b (+612562)
peak_1032	Rasa1 (-557111), Cox7c (+200764)
peak_1033	Rasa1 (-646629), Cox7c (+111246)
peak_1034	Cox7c (-241508)
peak_1035	Cox7c (-543707)
peak_1036	NONE
peak_1037	Hapln1 (-382429), Edil3 (+335856)
peak_1038	Vcan (-300124), Tmem167 (-46490)
peak_1039	Xrcc4 (-503308), Atp6ap1l (+312439)
peak_1040	Xrcc4 (-574203), Atp6ap1l (+241544)
peak_1041	Atg10 (+57742), Rps23 (+243268)
peak_1042	Acot12 (-12883), Ssbp2 (+267579)
peak_1043	Zcchc9 (-7317), Ckmt2 (+61863)
peak_1044	Scamp1 (+60741), Lhfpl2 (+167292)
peak_1045	Tbca (-106990), Ap3b1 (+322960)
peak_1046	F2rl1 (-58714), F2r (+34546)
peak_1047	Gm17190 (-121297), Iqgap2 (-68939)
peak_1048	Gm10260 (-376117), Arhgef28 (+69418)
peak_1049	Zfp366 (+6009), Ptcd2 (+153873)
peak_1050	Zfp366 (+44445), Ptcd2 (+115437)
peak_1051	Map1b (-41613), Cartpt (+342488)
peak_1052	Cartpt (-108368), Mccc2 (+6630)
peak_1053	Naip6 (-62534), Naip1 (+66303)
peak_1054	Ocln (-36381), Marveld2 (+27823)
peak_1055	Slc30a5 (-94728), Pik3r1 (+840062)
peak_1056	Slc30a5 (-216072), Pik3r1 (+718718)
peak_1057	Pik3r1 (-653240), Cd180 (-272101)
peak_1058	Pik3r1 (-723900), Cd180 (-201441)
peak_1059	Cd180 (+195544), Mast4 (+445358)
peak_1060	Mast4 (-66561), Srek1 (+363561)
peak_1061	Mast4 (-238358), Srek1 (+191764)
peak_1062	Mast4 (-247936), Srek1 (+182186)
peak_1063	Erbin (-75635), Nln (+113684)
peak_1064	Cwc27 (+156234), Adamts6 (+366229)
peak_1065	Htr1a (+349712)
peak_1066	Ipo11 (+645699), Htr1a (+847620)
peak_1067	Ipo11 (+304013)
peak_1068	Ipo11 (+286680)
peak_1069	Smim15 (-612244), Kif2a (-410131)
peak_1070	Smim15 (+22416), Ndufaf2 (+91718)
peak_1071	Pde4d (-144514), Depdc1b (+193331)
peak_1072	Pde4d (+142158)
peak_1073	Pde4d (+755738), Rab3c (+870235)
peak_1074	Rab3c (+511619)
peak_1075	Rab3c (+364326)
peak_1076	Rab3c (+273807)
peak_1077	Rab3c (-29962), Gapt (+47075)
peak_1078	Actbl2 (-180250), Plk2 (+679717)
peak_1079	Actbl2 (+71505), Gpbp1 (+163593)
peak_1080	Gpbp1 (-90283), Gm10198 (-12391)
peak_1081	Il6st (+39932), Il31ra (+76660)
peak_1082	Plpp1 (-24522), Slc38a9 (+115504)
peak_1083	Itga1 (-489536), Isl1 (+718189)
peak_1084	Mrps30 (+63693), Hcn1 (+721079)
peak_1085	Fgf10 (-192261), Mrps30 (-135186)
peak_1086	Fgf10 (+282171), Nnt (+412127)
peak_1087	Nnt (+286171), Fgf10 (+408127)
peak_1088	Gm21188 (-238057), Tcstv3 (-26691)
peak_1089	Pxk (-10260), Rpp14 (+7628)
peak_1090	Fam107a (-48679), Oit1 (+20298)
peak_1091	4930452B06Rik (-75935)
peak_1092	NONE
peak_1093	Fhit (+553555)
peak_1094	Fezf2 (-91102), Cadps (+386099)
peak_1095	Cadps (-294187), Synpr (-167548)
peak_1096	Sntn (-30858), Synpr (+355238)
peak_1097	Sntn (+22768), Gm281 (+220834)
peak_1098	Slc4a7 (-273912), Olfr721-ps1 (+21143)
peak_1099	Slc4a7 (-81955), Olfr721-ps1 (+213100)
peak_1100	Ngly1 (-739271), Lrrc3b (-71022)
peak_1101	Ngly1 (-711829), Lrrc3b (-98464)
peak_1102	Lrrc3b (-412999), Ngly1 (-397294)
peak_1103	Lrrc3b (-618583), Ngly1 (-191710)
peak_1104	Lrrc3b (-671558), Ngly1 (-138735)
peak_1105	Rarb (-149058)
peak_1106	Rarb (-228079)
peak_1107	Rarb (-398568)
peak_1108	Thrb (-975315), Rarb (-430671)
peak_1109	Thrb (-955904), Rarb (-450082)
peak_1110	Ube2e1 (-190006), Ube2e2 (+371911)
peak_1111	Ube2e2 (-287269), Gm21738 (+237885)
peak_1112	Ube2e2 (-410271), Gm21738 (+114883)
peak_1113	Ube2e2 (-417983), Gm21738 (+107171)
peak_1114	Saysd1 (-36939), Kcnk5 (+61687)
peak_1115	Saysd1 (-73153), Kcnk5 (+25473)
peak_1116	Kcnk5 (-75876), Kcnk16 (+11514)
peak_1117	Zswim8 (+6889), Ndst2 (+20121)
peak_1118	Vcl (-83431), Plau (+9307)
peak_1119	Lrmda (+816445)
peak_1120	Kcnma1 (+882488)
peak_1121	Kcnma1 (+594204)
peak_1122	Zmiz1 (-532387), Rps24 (+436119)
peak_1123	Zmiz1 (-350837), Rps24 (+617669)
