# GREAT version 4.0.4	Species assembly: mm10	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Biological Process	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	19	8.520948e-4	1.000000e+0	5.766439e-1	1.189195e+0	2.783395e+2	331	5.513858e-2	6.557052e-2	39	3.765008e-12	4.841047e-8	1.241294e-9	1.567321e+0	1.339866e+2	210	836	6.124234e-2	2.511962e-1	peak_1008,peak_1009,peak_1010,peak_1011,peak_1021,peak_1026,peak_106,peak_1065,peak_107,peak_1083,peak_1111,peak_1112,peak_1113,peak_1136,peak_1180,peak_1192,peak_1218,peak_1219,peak_1236,peak_1237,peak_1241,peak_1243,peak_1244,peak_1250,peak_1251,peak_1252,peak_1264,peak_1268,peak_1275,peak_1310,peak_1311,peak_1312,peak_1313,peak_1314,peak_1327,peak_1328,peak_1329,peak_1338,peak_1339,peak_134,peak_1340,peak_1369,peak_1370,peak_1420,peak_143,peak_1432,peak_1433,peak_1434,peak_1435,peak_1436,peak_1577,peak_1579,peak_1580,peak_1581,peak_1582,peak_1583,peak_1584,peak_1676,peak_1692,peak_1713,peak_1714,peak_1715,peak_1716,peak_1717,peak_1736,peak_1737,peak_1764,peak_1765,peak_1778,peak_1796,peak_1841,peak_1855,peak_1878,peak_1879,peak_188,peak_1880,peak_1909,peak_192,peak_1953,peak_1978,peak_1979,peak_2006,peak_2028,peak_2030,peak_2031,peak_2088,peak_2089,peak_2130,peak_2133,peak_2134,peak_2138,peak_2234,peak_2236,peak_2237,peak_2330,peak_2331,peak_2336,peak_2343,peak_2344,peak_2347,peak_2348,peak_2353,peak_2389,peak_2390,peak_2391,peak_2420,peak_2421,peak_2480,peak_2481,peak_2482,peak_2483,peak_2484,peak_2533,peak_2560,peak_2562,peak_2563,peak_2564,peak_2600,peak_2625,peak_2630,peak_2662,peak_2663,peak_2677,peak_2678,peak_2736,peak_2741,peak_2762,peak_2770,peak_2771,peak_2776,peak_2777,peak_2778,peak_2779,peak_2783,peak_2784,peak_2785,peak_279,peak_280,peak_2801,peak_2805,peak_2806,peak_281,peak_2810,peak_2843,peak_2844,peak_2845,peak_2846,peak_2847,peak_2872,peak_2873,peak_2874,peak_2875,peak_2876,peak_2902,peak_2903,peak_2937,peak_2938,peak_2949,peak_2950,peak_2960,peak_2980,peak_3000,peak_3017,peak_3020,peak_3022,peak_3046,peak_3049,peak_3050,peak_3051,peak_312,peak_3160,peak_3182,peak_3208,peak_3214,peak_3243,peak_3285,peak_3286,peak_33,peak_3314,peak_3315,peak_3316,peak_3317,peak_3318,peak_3360,peak_3385,peak_3386,peak_341,peak_342,peak_3444,peak_3451,peak_3506,peak_3507,peak_3511,peak_3568,peak_3569,peak_357,peak_3570,peak_3571,peak_358,peak_3583,peak_3592,peak_3651,peak_3716,peak_3717,peak_3770,peak_379,peak_3790,peak_3791,peak_3792,peak_3793,peak_3794,peak_3803,peak_3804,peak_3859,peak_3870,peak_3878,peak_3909,peak_3910,peak_3930,peak_3946,peak_3980,peak_3990,peak_404,peak_405,peak_4051,peak_4052,peak_4054,peak_4055,peak_4056,peak_406,peak_407,peak_4077,peak_4078,peak_418,peak_4196,peak_4203,peak_4204,peak_4205,peak_4206,peak_4207,peak_4208,peak_4215,peak_4224,peak_4286,peak_4295,peak_4296,peak_4310,peak_4311,peak_4330,peak_4331,peak_4366,peak_4377,peak_439,peak_440,peak_441,peak_4420,peak_4478,peak_448,peak_4483,peak_4484,peak_451,peak_452,peak_4537,peak_4539,peak_4542,peak_4543,peak_4560,peak_4575,peak_4576,peak_4586,peak_4634,peak_4642,peak_4693,peak_4706,peak_471,peak_4710,peak_4711,peak_4721,peak_4723,peak_4729,peak_4760,peak_4774,peak_4818,peak_4857,peak_4883,peak_491,peak_494,peak_4948,peak_495,peak_4956,peak_4957,peak_4958,peak_496,peak_4967,peak_5023,peak_52,peak_53,peak_54,peak_547,peak_55,peak_582,peak_639,peak_642,peak_643,peak_656,peak_660,peak_667,peak_668,peak_669,peak_670,peak_740,peak_741,peak_742,peak_743,peak_766,peak_767,peak_768,peak_792,peak_793,peak_802,peak_807,peak_894,peak_910,peak_922,peak_930,peak_944,peak_954,peak_967,peak_968,peak_975,peak_976	Ahr,Ar,Arid1a,Arid5b,Arx,Bach1,Bach2,Bag3,Bcl11a,Brms1l,Cbfa2t2,Cbx4,Ccnd3,Cdk6,Cdkn1c,Cited2,Cnot2,Ctcf,Ctnnb1,Cul3,Cux2,Dab2ip,Dach1,Dicer1,Dkk1,Dnajb5,Dnmt3a,E2f7,Eapp,Ep300,Epc1,Esr2,Ets2,Etv3,Fasl,Fezf1,Fezf2,Fgfr2,Fhl2,Fnip2,Foxc1,Foxg1,Foxj1,Foxo1,Foxo3,Foxp1,Foxq1,Frk,Fzd8,Gli2,Gli3,Glis1,Gm10282,Gsc,H2afy,Hdac9,Hey1,Hivep1,Hmg20a,Hmga2,Hmgb1,Hnf1a,Id2,Id4,Ifi204,Igf2,Irf8,Irx1,Irx2,Isx,Jarid2,Jdp2,Jun,Kank2,Kdm5c,Klf12,Klf4,Klf5,Lef1,Lep,Lmcd1,Lmo1,Lpin1,Maf,Mafk,Mbd3l1,Mcph1,Mdm2,Mef2c,Mtdh,Myb,Myc,Nck2,Ncoa2,Nfatc1,Nfatc2,Nfe2l3,Nfib,Nfil3,Nfxl1,Nkx3-2,Nkx6-1,Nr2e3,Nr2f1,Nr2f2,Nr4a2,Nrip1,Osr1,Park2,Pawr,Pax3,Pax5,Pdgfb,Pdx1,Pex2,Phf14,Phf19,Phf21a,Phf6,Pias1,Pitx2,Pkia,Ppara,Prdm1,Prdm13,Prdm16,Prmt6,Prox1,Rarb,Rbm15,Rcor1,Rhox3e,Riox2,Rnf2,Rnf8,Rpl10-ps3,Runx3,Rxra,Rybp,Sall4,Sap30l,Sars,Satb1,Satb2,Scrt2,Sema4d,Shh,Shox2,Sis,Skor2,Smad3,Smad4,Smad7,Smyd2,Sox11,Sox14,Sox2,Sox6,Sox9,Sp3,Sp5,Srebf1,Stat1,T,Tbl1xr1,Tbx15,Tbx18,Tbx22,Tbx3,Tcf21,Tcf3,Tcf4,Tcf7,Tcf7l2,Tenm2,Tfap2a,Tfap2b,Tfap2c,Tfcp2l1,Thap1,Tle1,Tle4,Traf6,Trp63,Trps1,Tshz3,Uri1,Usp3,Vdr,Vegfa,Wfs1,Wt1,Wwc1,Wwc2,Zbtb2,Zbtb20,Zfhx3,Zfp148,Zfp217,Zfp281,Zfp366,Zfp536,Zfp568,Zfp715,Zfp746,Zfp90,Zfpm1,Zfpm2,Zmynd11,Zmynd8
GO Biological Process	GO:0030538	embryonic genitalia morphogenesis	20	8.606714e-4	1.000000e+0	5.533256e-1	3.748744e+0	2.400804e+0	9	4.755951e-4	1.782884e-3	401	6.588437e-4	1.000000e+0	2.112572e-2	6.239428e+0	6.410844e-1	4	4	1.166521e-3	1.000000e+0	peak_1269,peak_1410,peak_2480,peak_2481,peak_2482,peak_2483,peak_2484,peak_792,peak_793	Fgf10,Ror2,Tcf7,Tcf7l2
GO Biological Process	GO:0060923	cardiac muscle cell fate commitment	21	9.547815e-4	1.000000e+0	5.845991e-1	4.087125e+0	1.957366e+0	8	3.877508e-4	1.584786e-3	1601	5.625743e-2	1.000000e+0	4.518164e-1	3.119714e+0	9.616265e-1	3	6	8.748906e-4	5.000000e-1	peak_2601,peak_2602,peak_2678,peak_3790,peak_3791,peak_3792,peak_3793,peak_3794	Acvr1,Tbx3,Wt1
GO Biological Process	GO:0032728	positive regulation of interferon-beta production	22	9.893057e-4	1.000000e+0	5.782042e-1	2.419085e+0	7.027450e+0	17	1.392126e-3	3.367670e-3	2180	1.110724e-1	1.000000e+0	6.551234e-1	1.610175e+0	4.968404e+0	8	31	2.333042e-3	2.580645e-1	peak_1878,peak_1879,peak_1880,peak_2772,peak_2773,peak_2774,peak_2775,peak_3010,peak_3201,peak_3268,peak_3269,peak_3270,peak_3271,peak_3272,peak_3878,peak_4417,peak_794	Ddx58,Hmgb1,Irf1,Ptpn22,Tlr3,Tlr4,Zbtb20,Zfp64
GO Biological Process	GO:0043570	maintenance of DNA repeat elements	23	9.996094e-4	1.000000e+0	5.588251e-1	4.057466e+0	1.971674e+0	8	3.905852e-4	1.584786e-3	3239	1.839894e-1	1.000000e+0	7.303908e-1	2.495771e+0	8.013555e-1	2	5	5.832604e-4	4.000000e-1	peak_2480,peak_2481,peak_2482,peak_2483,peak_2484,peak_886,peak_887,peak_888	Axin2,Tcf7l2
GO Biological Process	GO:0044782	cilium organization	24	1.026194e-3	1.000000e+0	5.497834e-1	1.431097e+0	5.869625e+1	84	1.162763e-2	1.664025e-2	822	9.059534e-3	1.000000e+0	1.417123e-1	1.340159e+0	4.551699e+1	61	284	1.778944e-2	2.147887e-1	peak_1101,peak_1120,peak_120,peak_1238,peak_136,peak_1627,peak_1628,peak_1631,peak_1666,peak_171,peak_172,peak_173,peak_1739,peak_1772,peak_1780,peak_1825,peak_1843,peak_1854,peak_1910,peak_1911,peak_1912,peak_1913,peak_1985,peak_225,peak_226,peak_2339,peak_2366,peak_2413,peak_2448,peak_2449,peak_2450,peak_2451,peak_2490,peak_2618,peak_2636,peak_2667,peak_288,peak_2881,peak_289,peak_3078,peak_3079,peak_3080,peak_3124,peak_3125,peak_3126,peak_3127,peak_3186,peak_329,peak_3466,peak_3573,peak_3599,peak_3808,peak_3935,peak_4549,peak_4591,peak_4594,peak_4595,peak_4612,peak_4614,peak_4643,peak_4652,peak_4683,peak_4684,peak_4685,peak_4737,peak_4756,peak_4784,peak_4819,peak_557,peak_558,peak_559,peak_56,peak_560,peak_57,peak_570,peak_605,peak_617,peak_684,peak_734,peak_736,peak_737,peak_82,peak_83,peak_910	1110004E09Rik,2410089E03Rik,Ablim1,Actr3,Ak7,Arl3,Arl6,Asap1,Avil,Bbs9,Cc2d2a,Cep126,Cep164,Cfap206,Cfap53,Cfap54,D1Ertd622e,Disc1,Dnah5,Dnah7a,Dnah7c,Drc1,Dync2h1,Fam161a,Fam92a,Foxj1,Gas8,Gmnc,Hydin,Ift81,Intu,Iqcg,Iqub,Lca5,Mak,Neurl1a,Nphp3,Onecut1,Pcdh15,Pcnt,Pih1d3,Pkhd1,Poc1b,Rfx3,Rsg1,Rttn,Sept7,Snap29,Spag16,Spef2,Ssx2ip,Tmem17,Trove2,Ttc17,Ttc21b,Ttc30a1,Ttc8,Ttll1,Ttll8,Ulk4,Wdpcp
GO Biological Process	GO:0014886	transition between slow and fast fiber	25	1.128381e-3	1.000000e+0	5.803489e-1	9.028194e+0	4.430565e-1	4	8.776872e-5	7.923930e-4	1160	2.568053e-2	1.000000e+0	2.846554e-1	6.239428e+0	3.205422e-1	2	2	5.832604e-4	1.000000e+0	peak_3847,peak_3848,peak_3849,peak_3850	Gtf2i,Gtf2ird1
GO Biological Process	GO:1901142	insulin metabolic process	26	1.181200e-3	1.000000e+0	5.841488e-1	3.300193e+0	3.030126e+0	10	6.002626e-4	1.980983e-3	1245	2.680018e-2	1.000000e+0	2.767845e-1	3.119714e+0	1.282169e+0	4	8	1.166521e-3	5.000000e-1	peak_2440,peak_2480,peak_2481,peak_2482,peak_2483,peak_2484,peak_2723,peak_2724,peak_4454,peak_4455	Cpe,Cpn1,Pcsk2,Tcf7l2
GO Biological Process	GO:0060713	labyrinthine layer morphogenesis	27	1.188557e-3	1.000000e+0	5.660173e-1	2.197592e+0	9.100870e+0	20	1.802866e-3	3.961965e-3	439	9.986115e-4	1.000000e+0	2.924863e-2	2.581832e+0	4.647862e+0	12	29	3.499563e-3	4.137931e-1	peak_1070,peak_159,peak_160,peak_1684,peak_1685,peak_1686,peak_2694,peak_2786,peak_2787,peak_3049,peak_3050,peak_3051,peak_4288,peak_4311,peak_464,peak_5005,peak_919,peak_920,peak_934,peak_935	Adm,Bmp7,Esx1,Fgfr2,Fzd5,Grhl2,Lef1,Ncoa1,Rspo3,Socs3,Spint1,Zfp36l1
GO Biological Process	GO:0032648	regulation of interferon-beta production	28	1.245574e-3	1.000000e+0	5.719854e-1	2.188728e+0	9.137726e+0	20	1.810168e-3	3.961965e-3	3140	1.671851e-1	1.000000e+0	6.846070e-1	1.372674e+0	8.013555e+0	11	50	3.207932e-3	2.200000e-1	peak_1878,peak_1879,peak_1880,peak_2705,peak_2772,peak_2773,peak_2774,peak_2775,peak_3010,peak_3201,peak_3268,peak_3269,peak_3270,peak_3271,peak_3272,peak_3861,peak_3878,peak_4417,peak_4677,peak_794	Ddx58,Hmgb1,Irf1,Mal,Nlrx1,Ptpn22,Rnf216,Tlr3,Tlr4,Zbtb20,Zfp64
GO Biological Process	GO:0014002	astrocyte development	29	1.360072e-3	1.000000e+0	6.030278e-1	2.172122e+0	9.207587e+0	20	1.824007e-3	3.961965e-3	679	4.912691e-3	1.000000e+0	9.303002e-2	2.399780e+0	4.167048e+0	10	26	2.916302e-3	3.846154e-1	peak_1269,peak_1270,peak_1971,peak_2038,peak_2505,peak_2506,peak_3162,peak_3163,peak_3164,peak_3165,peak_3166,peak_3167,peak_3268,peak_3269,peak_3270,peak_3271,peak_3272,peak_3364,peak_4137,peak_564	Adora2a,App,Dll1,Drd1,Kras,Pou3f2,Ror1,Ror2,Tlr4,Vim
GO Biological Process	GO:0061138	morphogenesis of a branching epithelium	30	1.438588e-3	1.000000e+0	6.165788e-1	1.344568e+0	8.329813e+1	112	1.650121e-2	2.218700e-2	25	8.557684e-15	1.100347e-10	4.401388e-12	2.431777e+0	3.125286e+1	76	195	2.216390e-2	3.897436e-1	peak_1081,peak_1113,peak_1192,peak_1410,peak_1453,peak_1462,peak_1589,peak_159,peak_160,peak_1672,peak_1684,peak_1685,peak_1686,peak_1698,peak_1736,peak_1737,peak_1762,peak_1764,peak_1796,peak_1841,peak_1865,peak_2130,peak_2175,peak_2305,peak_2336,peak_2353,peak_2444,peak_2445,peak_2528,peak_2601,peak_2602,peak_2635,peak_2678,peak_2687,peak_2694,peak_2783,peak_2784,peak_2785,peak_2786,peak_2787,peak_281,peak_2872,peak_2873,peak_2874,peak_2875,peak_2876,peak_2878,peak_2880,peak_294,peak_2949,peak_2950,peak_2974,peak_3017,peak_3018,peak_3046,peak_3049,peak_3050,peak_3051,peak_3054,peak_3203,peak_3204,peak_3261,peak_3262,peak_3456,peak_3534,peak_3544,peak_3568,peak_3569,peak_3570,peak_3571,peak_36,peak_3602,peak_3603,peak_3662,peak_3663,peak_37,peak_3728,peak_376,peak_377,peak_3790,peak_3791,peak_3792,peak_3793,peak_3794,peak_3871,peak_3992,peak_406,peak_407,peak_4093,peak_4137,peak_4281,peak_4288,peak_4311,peak_451,peak_452,peak_4613,peak_464,peak_4720,peak_4818,peak_4956,peak_4957,peak_4958,peak_667,peak_668,peak_669,peak_670,peak_847,peak_894,peak_919,peak_920,peak_948,peak_976	Acvr1,Adm,Ahr,Ar,B4galt1,Bmp7,Btrc,Casr,Csf1,Ctnnb1,Cxcl12,Cxcr4,Dicer1,Dlg5,Eya1,Fat4,Fem1b,Fgf10,Fgfr2,Flt1,Fzd5,Gli2,Gli3,Grem1,Grhl2,Hmga2,Hoxa13,Hoxd11,Hoxd13,Ilk,Kdr,Kras,Lama1,Lef1,Lhx1,Myc,Mycn,Nfatc1,Npnt,Pax8,Pbx1,Pdgfb,Pgf,Pitx2,Pkd2,Prox1,Rbm15,Rspo2,Rspo3,Sema3c,Sema3e,Sema5a,Sfrp2,Shh,Sis,Slc12a2,Slit2,Smad4,Socs3,Sox10,Sox2,Sox9,Spint1,Spry1,Spry2,Tbx3,Tcf21,Tfap2c,Tnc,Trp63,Vdr,Vegfa,Wnt4,Wnt5a,Wt1,Yap1
GO Biological Process	GO:0010867	positive regulation of triglyceride biosynthetic process	31	1.448953e-3	1.000000e+0	6.009883e-1	3.823251e+0	2.092460e+0	8	4.145127e-4	1.584786e-3	2191	1.118559e-1	1.000000e+0	6.564323e-1	2.079809e+0	1.923253e+0	4	12	1.166521e-3	3.333333e-1	peak_2480,peak_2481,peak_2482,peak_2483,peak_2484,peak_3821,peak_4641,peak_807	Ldlr,Scarb1,Srebf1,Tcf7l2
GO Biological Process	GO:0035988	chondrocyte proliferation	32	1.450528e-3	1.000000e+0	5.828403e-1	2.700125e+0	4.814593e+0	13	9.537624e-4	2.575277e-3	4806	3.752706e-1	1.000000e+0	1.000000e+0	1.559857e+0	1.282169e+0	2	8	5.832604e-4	2.500000e-1	peak_3141,peak_3142,peak_3143,peak_3144,peak_3145,peak_3146,peak_3147,peak_3148,peak_3149,peak_667,peak_668,peak_669,peak_670	Hmga2,Mmp16
GO Biological Process	GO:0043921	modulation by host of viral transcription	33	1.541579e-3	1.000000e+0	6.006552e-1	2.978695e+0	3.692893e+0	11	7.315556e-4	2.179081e-3	3406	2.012375e-1	1.000000e+0	7.596922e-1	1.497463e+0	4.006777e+0	6	25	1.749781e-3	2.400000e-1	peak_1765,peak_2080,peak_2352,peak_3049,peak_3050,peak_3051,peak_3360,peak_667,peak_668,peak_669,peak_670	Ctdp1,Ep300,Hmga2,Jun,Lef1,Taf11
GO Biological Process	GO:1903573	negative regulation of response to endoplasmic reticulum stress	34	1.596915e-3	1.000000e+0	6.039157e-1	2.381899e+0	6.717329e+0	16	1.330691e-3	3.169572e-3	1943	8.331465e-2	1.000000e+0	5.513432e-1	1.599853e+0	6.250573e+0	10	39	2.916302e-3	2.564103e-1	peak_107,peak_1612,peak_1954,peak_1955,peak_1956,peak_1957,peak_2030,peak_2031,peak_2660,peak_2661,peak_2766,peak_2767,peak_305,peak_3583,peak_3870,peak_575	Creb3l1,Nck2,Park2,Pdx1,Ppp1r15b,Ptpn1,Ubac2,Ube2g2,Usp25,Wfs1
GO Biological Process	GO:0051453	regulation of intracellular pH	35	1.679930e-3	1.000000e+0	6.171583e-1	1.823164e+0	1.645491e+1	30	3.259689e-3	5.942948e-3	1663	5.921701e-2	1.000000e+0	4.578547e-1	1.458568e+0	1.234087e+1	18	77	5.249344e-3	2.337662e-1	peak_1426,peak_1800,peak_185,peak_186,peak_187,peak_1881,peak_1882,peak_2613,peak_2614,peak_2712,peak_2826,peak_3134,peak_3135,peak_3136,peak_357,peak_358,peak_3690,peak_3691,peak_3811,peak_3816,peak_4,peak_4253,peak_4352,peak_5,peak_6,peak_677,peak_7,peak_91,peak_92,peak_970	Atp6v0a2,Atp6v1h,Avpr1a,Car2,Ccdc115,Fasl,Rab20,Rab38,Slc26a4,Slc26a7,Slc4a10,Slc4a11,Slc4a3,Slc4a4,Slc4a7,Slc4a8,Slc9c1,Vps33a
GO Biological Process	GO:0060271	cilium assembly	36	1.766917e-3	1.000000e+0	6.310839e-1	1.418771e+0	5.568198e+1	79	1.103050e-2	1.564976e-2	839	9.699366e-3	1.000000e+0	1.486465e-1	1.354295e+0	4.134994e+1	56	258	1.633129e-2	2.170543e-1	peak_1101,peak_1120,peak_120,peak_136,peak_1627,peak_1628,peak_1631,peak_1666,peak_171,peak_172,peak_173,peak_1739,peak_1772,peak_1780,peak_1825,peak_1843,peak_1854,peak_1910,peak_1911,peak_1912,peak_1913,peak_1985,peak_225,peak_226,peak_2339,peak_2413,peak_2448,peak_2449,peak_2450,peak_2451,peak_2490,peak_2636,peak_288,peak_2881,peak_289,peak_3078,peak_3079,peak_3080,peak_3124,peak_3125,peak_3126,peak_3127,peak_3186,peak_329,peak_3466,peak_3573,peak_3599,peak_3808,peak_3935,peak_4549,peak_4591,peak_4594,peak_4595,peak_4612,peak_4614,peak_4643,peak_4652,peak_4683,peak_4684,peak_4685,peak_4737,peak_4784,peak_4819,peak_557,peak_558,peak_559,peak_56,peak_560,peak_57,peak_570,peak_605,peak_617,peak_684,peak_734,peak_736,peak_737,peak_82,peak_83,peak_910	1110004E09Rik,2410089E03Rik,Ablim1,Actr3,Ak7,Arl3,Arl6,Asap1,Avil,Bbs9,Cc2d2a,Cep126,Cep164,Cfap206,Cfap53,Cfap54,D1Ertd622e,Disc1,Dnah5,Dnah7a,Dnah7c,Drc1,Dync2h1,Fam161a,Fam92a,Foxj1,Gas8,Gmnc,Hydin,Ift81,Intu,Iqcg,Iqub,Neurl1a,Nphp3,Onecut1,Pcdh15,Pcnt,Pih1d3,Pkhd1,Poc1b,Rfx3,Rsg1,Sept7,Snap29,Spag16,Spef2,Ssx2ip,Tmem17,Trove2,Ttc30a1,Ttc8,Ttll1,Ttll8,Ulk4,Wdpcp
GO Biological Process	GO:1904204	regulation of skeletal muscle hypertrophy	37	1.826846e-3	1.000000e+0	6.348537e-1	1.273528e+1	2.355662e-1	3	4.666525e-5	5.942948e-4	1160	2.568053e-2	1.000000e+0	2.846554e-1	6.239428e+0	3.205422e-1	2	2	5.832604e-4	1.000000e+0	peak_181,peak_182,peak_3483	Igfbp5,Mtor
GO Biological Process	GO:0010717	regulation of epithelial to mesenchymal transition	38	2.071792e-3	1.000000e+0	7.010290e-1	1.562059e+0	3.136885e+1	49	6.214114e-3	9.706815e-3	160	2.720286e-6	3.497744e-2	2.186090e-4	2.339786e+0	1.282169e+1	30	80	8.748906e-3	3.750000e-1	peak_1219,peak_1621,peak_1622,peak_1917,peak_1918,peak_1919,peak_1920,peak_1982,peak_1983,peak_2130,peak_2229,peak_2336,peak_2343,peak_2344,peak_2423,peak_2480,peak_2481,peak_2482,peak_2483,peak_2484,peak_249,peak_2534,peak_2562,peak_2563,peak_2564,peak_2565,peak_2601,peak_2602,peak_2687,peak_2786,peak_2787,peak_2974,peak_3049,peak_3050,peak_3051,peak_3211,peak_3431,peak_3483,peak_400,peak_4378,peak_4379,peak_4723,peak_4818,peak_574,peak_639,peak_863,peak_886,peak_887,peak_888	Acvr1,Axin2,Bambi,Bmp7,Col1a1,Crb2,Ctnnb1,Dab2,Dab2ip,Epha3,Foxc1,Glipr2,Grem1,Lef1,Mtor,Olfm1,Pawr,Pofut2,Pten,Serpinb3d,Sfrp2,Smad3,Smad4,Smad7,Tcf7l2,Tgfb2,Tiam1,Trim62,Vegfa,Zfp703
GO Biological Process	GO:0007498	mesoderm development	39	2.104877e-3	1.000000e+0	6.939618e-1	1.500517e+0	3.865334e+1	58	7.657160e-3	1.148970e-2	316	2.089382e-4	1.000000e+0	8.501669e-3	1.854965e+0	1.779009e+1	33	111	9.623797e-3	2.972973e-1	peak_1070,peak_1193,peak_1194,peak_1195,peak_1219,peak_1462,peak_1722,peak_1723,peak_1841,peak_2006,peak_2028,peak_2130,peak_2174,peak_2336,peak_2420,peak_2421,peak_2565,peak_2566,peak_2582,peak_2583,peak_2601,peak_2602,peak_2786,peak_2787,peak_3049,peak_3050,peak_3051,peak_3568,peak_3569,peak_3570,peak_3571,peak_36,peak_37,peak_3770,peak_3790,peak_3791,peak_3792,peak_3793,peak_3794,peak_4021,peak_4022,peak_439,peak_440,peak_441,peak_4513,peak_4613,peak_4723,peak_4842,peak_574,peak_582,peak_667,peak_668,peak_669,peak_670,peak_904,peak_905,peak_906,peak_944	Acvr1,Acvr2a,Bmp7,Cited2,Crb2,Dkk1,Ets2,Ext1,Eya1,Foxc1,Hmga2,Hnf1a,Inhba,Irx3,Kdm6a,Lef1,Lhx2,Osr1,Pofut2,Rpl38,Shh,Smad3,Smad4,T,Tbx3,Tcf3,Tcf7l1,Trp63,Twsg1,Vegfa,Wnt5a,Yap1,Zfp36l1
GO Biological Process	GO:0072075	metanephric mesenchyme development	40	2.117873e-3	1.000000e+0	6.807903e-1	2.479572e+0	5.646135e+0	14	1.118489e-3	2.773376e-3	194	9.554035e-6	1.228458e-1	6.332257e-4	4.679571e+0	1.923253e+0	9	12	2.624672e-3	7.500000e-1	peak_134,peak_2336,peak_2678,peak_2786,peak_2787,peak_3456,peak_3568,peak_3569,peak_3570,peak_3571,peak_3728,peak_451,peak_452,peak_944	Bmp7,Osr1,Pkd2,Shh,Smad4,Stat1,Tcf21,Wnt4,Wt1
GO Biological Process	GO:0008595	anterior/posterior axis specification, embryo	41	2.157694e-3	1.000000e+0	6.766739e-1	2.701192e+0	4.442484e+0	12	8.800483e-4	2.377179e-3	1004	1.581880e-2	1.000000e+0	2.025878e-1	2.674041e+0	2.243795e+0	6	14	1.749781e-3	4.285714e-1	peak_1462,peak_159,peak_160,peak_2678,peak_3790,peak_3791,peak_3792,peak_3793,peak_3794,peak_4021,peak_4022,peak_582	Fzd5,Tbx3,Tcf3,Tcf7l1,Wnt5a,Wt1
GO Biological Process	GO:0072382	minus-end-directed vesicle transport along microtubule	42	2.184544e-3	1.000000e+0	6.687825e-1	1.195279e+1	2.509874e-1	3	4.972016e-5	5.942948e-4	1160	2.568053e-2	1.000000e+0	2.846554e-1	6.239428e+0	3.205422e-1	2	2	5.832604e-4	1.000000e+0	peak_1133,peak_1134,peak_2101	Dync1h1,Kifc1
