# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
0610009O20Rik	unnamed (-33333), unnamed (-9992)
Cpb2	unnamed (-63222)
Cpeb3	unnamed (+188845)
Cpeb4	unnamed (+77220)
Cpm	unnamed (-238246), unnamed (-194765), unnamed (-57926), unnamed (+33500), unnamed (+54142)
Cpne4	unnamed (-160097)
Cpsf6	unnamed (-194601), unnamed (-57762), unnamed (-14281)
Cpxm1	unnamed (+35341)
Crb2	unnamed (+13809)
Crcp	unnamed (+8731)
Creb1	unnamed (-306472)
Creb3l1	unnamed (-34239), unnamed (+16692)
Crebbp	unnamed (-64151), unnamed (-53103)
Crhr1	unnamed (-102837), unnamed (-59861)
Crisp4	unnamed (+87128)
Crispld1	unnamed (+331686)
Crk	unnamed (+37208)
Crmp1	unnamed (-78582)
Crocc	unnamed (+24095), unnamed (+27983)
Crocc2	unnamed (+7933)
Crtac1	unnamed (+163455)
Crtap	unnamed (+22471)
Crtc1	unnamed (-12875)
Cryaa	unnamed (+54620), unnamed (+113727)
Cryba4	unnamed (+14951), unnamed (+23935), unnamed (+45344)
Crybb1	unnamed (+14440)
Crygn	unnamed (-21054)
Csf3r	unnamed (-426211)
Csl	unnamed (+405829)
Csmd1	unnamed (-434899)
Csnk1e	unnamed (-41522)
Cspg4	unnamed (+25889)
Csrnp1	unnamed (+13477)
Csrp1	unnamed (-43677), unnamed (-21455)
Cst7	unnamed (-44706)
Cstad	unnamed (+18937), unnamed (+82286), unnamed (+92367), unnamed (+164287), unnamed (+175854), unnamed (+188402)
Ctcfl	unnamed (+11412)
Ctif	unnamed (+195516), unnamed (+202803), unnamed (+273719), unnamed (+285893), unnamed (+296100)
Ctnna3	unnamed (+126111)
Ctnnb1	unnamed (-351120), unnamed (-313772), unnamed (-242160)
Ctnnbl1	unnamed (+14728)
Ctnnd2	unnamed (+474657)
Ctrb1	unnamed (+10451)
Cts3	unnamed (-95935)
Ctsb	unnamed (-46287)
Ctsc	unnamed (-147569)
Ctsl	unnamed (+26842)
Cttnbp2nl	unnamed (+84846)
Ctu2	unnamed (+22013)
Cuedc1	unnamed (+61718), unnamed (+88641)
Cul1	unnamed (-409011)
Cul4b	unnamed (+70767)
Cux1	unnamed (+292610), unnamed (+314711)
Cux2	unnamed (+123877), unnamed (+136140)
Cwc27	unnamed (+298627)
Cwh43	unnamed (-45694)
Cxadr	unnamed (-656926)
Cxcl12	unnamed (+7766), unnamed (+659284)
Cxcl17	unnamed (-9182)
Cxcr4	unnamed (+119942)
Cxx1b	unnamed (-46502)
Cxxc5	unnamed (+43456), unnamed (+89993), unnamed (+108459)
Cygb	unnamed (+9631)
Cyp26a1	unnamed (+335843)
Cyp26b1	unnamed (+13927), unnamed (+482642)
Cyp2b10	unnamed (-49292), unnamed (-42312)
Cyp2f2	unnamed (+11190)
Cyp2j11	unnamed (-115446)
Cyp2j13	unnamed (+95476)
Cyp2j8	unnamed (+43278)
Cyp2s1	unnamed (-38655), unnamed (-31675)
Cyp2t4	unnamed (-22615)
Cyp46a1	unnamed (-14528), unnamed (-7013), unnamed (+18576)
Cyp4f17	unnamed (-24000), unnamed (-14083)
Cyp4f18	unnamed (+20907)
Cyp4f39	unnamed (+14000), unnamed (+23917)
Cyp4v3	unnamed (-25229)
Cyp7b1	unnamed (-381946)
Cypt12	unnamed (-153805)
Cypt2	unnamed (-347413)
Cystm1	unnamed (-27452)
Cyth2	unnamed (+15563), unnamed (+19733)
Cyth4	unnamed (+75493)
D630003M21Rik	unnamed (+21565)
Daam1	unnamed (-512902)
Dact1	unnamed (+8277)
Dap	unnamed (-577064), unnamed (+73538)
Dapl1	unnamed (-136765)
Dars	unnamed (-54989)
Dbx1	unnamed (-25269), unnamed (+236297), unnamed (+332439)
Dbx2	unnamed (-116497)
Dcakd	unnamed (+26385), unnamed (+53476)
Dchs1	unnamed (+25396)
Dcp1a	unnamed (-349652)
Dcps	unnamed (-13040)
Dct	unnamed (-37524)
Dctd	unnamed (+119015)
Dcun1d1	unnamed (-40832)
Ddah1	unnamed (+21443)
Ddc	unnamed (+30175)
Ddhd1	unnamed (-32718), unnamed (+92035), unnamed (+106736)
Ddi2	unnamed (-11688)
Ddit4	unnamed (-12610), unnamed (+8615)
Ddit4l	unnamed (+204314)
Ddr1	unnamed (+22358)
Ddx19a	unnamed (+40144), unnamed (+47909)
Ddx39	unnamed (+57725), unnamed (+147437)
Ddx50	unnamed (-13050)
Ddx6	unnamed (+41652), unnamed (+50662)
Defb42	unnamed (+29184)
Defb7	unnamed (+40347)
Dennd1a	unnamed (+497317)
Dennd4a	unnamed (+123982)
Dennd5b	unnamed (+129565)
Deptor	unnamed (-6742)
Desi2	unnamed (+89548)
Dgkg	unnamed (+85201)
Dgkz	unnamed (-57383)
Dhcr24	unnamed (-31610)
Dhx15	unnamed (+76284)
Dhx35	unnamed (+44823)
Dhx37	unnamed (+27702)
Dhx38	unnamed (+29584)
Dhx40	unnamed (-86370)
Dhx58	unnamed (+30612), unnamed (+46607)
Dhx9	unnamed (-44559)
Diaph1	unnamed (+93514)
Diaph3	unnamed (+17729)
Dicer1	unnamed (-93932)
Dio3	unnamed (-90606), unnamed (+41125)
Dip2c	unnamed (-52774)
Dirc2	unnamed (+109535)
Disc1	unnamed (+465724)
Disp2	unnamed (+11436)
Disp3	unnamed (+16534), unnamed (+38061), unnamed (+94522)
Dixdc1	unnamed (+28829)
Dlat	unnamed (-39366)
Dlc1	unnamed (+368319)
Dlg3	unnamed (-28138)
Dlgap1	unnamed (-949052), unnamed (+282971), unnamed (+393169)
Dlgap3	unnamed (+41170)
Dlgap4	unnamed (+35100)
Dlk1	unnamed (+7069)
Dll1	unnamed (+167981)
Dlx2	unnamed (-91764), unnamed (-34626)
Dlx4	unnamed (-105969), unnamed (-56312)
Dmbx1	unnamed (-54248), unnamed (-37649), unnamed (+7386)
Dmrt2	unnamed (-50026)
Dmrt3	unnamed (+11857)
Dmrta1	unnamed (-163807)
Dmrta2	unnamed (+73246)
Dmxl1	unnamed (+155169)
Dnaaf1	unnamed (+12329)
Dnah10	unnamed (+23380)
Dnah12	unnamed (+174346)
Dnajb1	unnamed (+14381)
Dnajb12	unnamed (-65845), unnamed (+63644)
Dnajb2	unnamed (+16292)
Dnajb9	unnamed (-11868)
Dnajc1	unnamed (-216274), unnamed (-193859)
Dnajc11	unnamed (+39712)
Dnajc22	unnamed (+16073)
Dnajc24	unnamed (-646226)
Dnajc3	unnamed (+69372)
Dnajc30	unnamed (-22351)
Dnal4	unnamed (-18263)
Dnase1l3	unnamed (+56781)
Dnase2a	unnamed (+20991)
Dnm3	unnamed (+357641)
Dnmbp	unnamed (+92402)
Dock3	unnamed (+38350)
Dock5	unnamed (-117607)
Dock7	unnamed (-41263)
Dock8	unnamed (+208987)
Dock9	unnamed (-33073)
Dok2	unnamed (+7007)
Dok4	unnamed (-23460)
Dok5	unnamed (+810903)
Dopey2	unnamed (+104769)
Dot1l	unnamed (+37141)
Dpt	unnamed (+102604)
Dpyd	unnamed (-127815)
Dpysl5	unnamed (+63136)
Drap1	unnamed (+9374)
Drc3	unnamed (+32145)
Drd3	unnamed (-51215)
Drosha	unnamed (+101711)
Dscaml1	unnamed (+242216), unnamed (+337904)
Dscc1	unnamed (-15084)
Dsel	unnamed (-551699)
Dsg2	unnamed (+51972)
Dsn1	unnamed (-33479), unnamed (-13548)
Dstn	unnamed (-25396)
Dtwd2	unnamed (+8759)
Dtx4	unnamed (-16247)
Dupd1	unnamed (+28658)
Dusp11	unnamed (+24421)
Dusp15	unnamed (+7970)
Dusp19	unnamed (-13819)
Dusp4	unnamed (-117017)
Dusp5	unnamed (-28371)
Dusp6	unnamed (-59415), unnamed (+90598)
Dusp7	unnamed (+15599), unnamed (+49649)
Dym	unnamed (+288600)
Dync1i1	unnamed (+453548)
Dync1i2	unnamed (+84534)
Dync1li1	unnamed (-37895), unnamed (-24857)
Dynll2	unnamed (+20315)
Dyrk1a	unnamed (+143659), unnamed (+153840)
Dyrk1b	unnamed (+28873)
Dysf	unnamed (+86607), unnamed (+555322)
Dyx1c1	unnamed (-13706)
Dzank1	unnamed (+68130)
E030018B13Rik	unnamed (-159981)
E030025P04Rik	unnamed (-145462), unnamed (-100511)
E2f7	unnamed (-290042)
ENSMUSG00000112187	unnamed (-128513)
Ear1	unnamed (+22581)
Ebf1	unnamed (+144102)
Ebf2	unnamed (-45512), unnamed (+374732)
Ebf4	unnamed (+66294)
Ebpl	unnamed (+29681)
Eda	unnamed (-121869)
Edem3	unnamed (+124233)
Edn1	unnamed (-117489)
Edn2	unnamed (-128317), unnamed (+107697)
Edn3	unnamed (-87009)
Ednra	unnamed (-182834)
Eea1	unnamed (-260299)
Eef1a1	unnamed (-51475), unnamed (-46721)
Eef1akmt1	unnamed (+28053)
Eef2k	unnamed (-11883), unnamed (-6703)
Eef2kmt	unnamed (-50941)
Efcab1	unnamed (+178435)
Efcab10	unnamed (-49007)
Efcab11	unnamed (+255856)
Efhc1	unnamed (-16367)
Efna1	unnamed (-20033)
Efna2	unnamed (+10514)
Efna3	unnamed (+23287)
Efna5	unnamed (+96971)
Efnb1	unnamed (+80800)
Efnb2	unnamed (+40880), unnamed (+172159)
Efr3b	unnamed (+55933)
Egln3	unnamed (-113077), unnamed (+12591), unnamed (+40336), unnamed (+135387)
Ehd4	unnamed (+77894)
Eid2	unnamed (-58742)
Eid3	unnamed (+33169)
Eif2ak1	unnamed (-59170)
Eif2ak4	unnamed (+42168)
Eif3c	unnamed (+29632)
Eif3d	unnamed (-24780)
Eif3f	unnamed (+16395)
Eif4e3	unnamed (+181191)
Elavl4	unnamed (+235590)
Elf2	unnamed (-37244), unnamed (-19307)
Elfn1	unnamed (+64135), unnamed (+374313)
Elfn2	unnamed (+45573)
Elk3	unnamed (+26235), unnamed (+34053)
Elovl4	unnamed (+78759), unnamed (+114468), unnamed (+141843)
Elovl5	unnamed (+89185)
Emid1	unnamed (-32644)
Eml1	unnamed (-69859)
Eml4	unnamed (-74423), unnamed (-28062)
Emp2	unnamed (-61053)
Emx1	unnamed (-32025)
En1	unnamed (+11782), unnamed (+575703)
En2	unnamed (-47892), unnamed (-41511)
Enah	unnamed (+138243), unnamed (+166505)
Enc1	unnamed (-16117), unnamed (+18877)
Endov	unnamed (+24455), unnamed (+33582)
Engase	unnamed (+13201), unnamed (+26338), unnamed (+93296)
Enkur	unnamed (+63219)
Eno1	unnamed (-24215), unnamed (+22359)
Enoph1	unnamed (+39531)
Enpep	unnamed (+76171)
Enpp6	unnamed (+282286)
Enpp7	unnamed (+11406), unnamed (+19634)
Enthd1	unnamed (+165022), unnamed (+188557)
Entpd7	unnamed (+38912)
Eomes	unnamed (-88383), unnamed (+9573)
Epb41l4a	unnamed (-96795)
Epdr1	unnamed (+180746)
Epg5	unnamed (-67932)
Epha10	unnamed (+14343), unnamed (+26050)
Epha3	unnamed (+7244)
Epha8	unnamed (+12024), unnamed (+25190)
Ephb2	unnamed (+79694), unnamed (+197838)
Ephb3	unnamed (+42419), unnamed (+106496)
Ephx4	unnamed (-43558)
Epn3	unnamed (+7641)
Epop	unnamed (+39864)
Epor	unnamed (-17669)
Eps8	unnamed (+145626)
Eps8l1	unnamed (+13455)
Eral1	unnamed (+22653)
Erap1	unnamed (-47939)
Erbb4	unnamed (-269392)
Ercc1	unnamed (-11660)
Ercc2	unnamed (-12040)
Erh	unnamed (+17100)
Erich1	unnamed (+97091)
Erich3	unnamed (-47086)
Erich4	unnamed (+14220)
Ermard	unnamed (+166354)
Ero1lb	unnamed (+114136)
Esco1	unnamed (+77393)
Espnl	unnamed (+22072)
Esr2	unnamed (-19014), unnamed (+24669), unnamed (+95193), unnamed (+104647), unnamed (+161891), unnamed (+171879)
Esrp1	unnamed (-68770)
Esrrb	unnamed (-116034)
Etl4	unnamed (-380070)
Etnk1	unnamed (+121674)
Etnppl	unnamed (+73962)
Ets1	unnamed (+244534)
Etv4	unnamed (-96645), unnamed (-29367)
Etv5	unnamed (-132253)
Etv6	unnamed (+213255)
Eva1a	unnamed (+50332)
Evi5l	unnamed (+39491)
Evpl	unnamed (+16009)
Evx1	unnamed (-39365), unnamed (-21501), unnamed (-6953)
Evx2	unnamed (+95011)
Exoc3	unnamed (-51219)
Exoc3l2	unnamed (+29807)
Exoc7	unnamed (-13099)
Exog	unnamed (-17474)
Extl1	unnamed (+15383)
Eya1	unnamed (-196728)
Eya2	unnamed (-91710), unnamed (-12585), unnamed (+86978)
Ezh2	unnamed (-184286)
Ezr	unnamed (-80428)
F2rl3	unnamed (-12085)
Faah	unnamed (+38040), unnamed (+54639)
Fabp5	unnamed (-38188)
Fabp6	unnamed (-24993)
Fadd	unnamed (-96069)
Fads1	unnamed (+11804)
Faim	unnamed (-6566)
Fam105a	unnamed (-223509), unnamed (-169418), unnamed (-66839)
Fam109a	unnamed (+64716), unnamed (+76979)
Fam110b	unnamed (+49659), unnamed (+154388)
Fam110c	unnamed (+38396)
Fam111a	unnamed (-49955)
Fam124a	unnamed (+31393)
Fam129b	unnamed (+69534)
Fam149a	unnamed (+23846)
Fam160b1	unnamed (-27008), unnamed (+42375), unnamed (+50837)
Fam161a	unnamed (+39586), unnamed (+116660), unnamed (+195179)
Fam162b	unnamed (+36993)
Fam174b	unnamed (-145637)
Fam178b	unnamed (+101563)
Fam181a	unnamed (+14302)
Fam186b	unnamed (+25957)
Fam189a2	unnamed (+137643)
Fam189b	unnamed (+13324)
Fam19a4	unnamed (+182943)
Fam210b	unnamed (-45527)
Fam214b	unnamed (-12493)
Fam222a	unnamed (+43508), unnamed (+80326)
Fam240b	unnamed (+38742)
Fam35a	unnamed (+75516)
Fam43a	unnamed (+57359), unnamed (+274634)
Fam49a	unnamed (+62109), unnamed (+159070), unnamed (+548683)
Fam50b	unnamed (+7291)
Fam53a	unnamed (+186319)
Fam53c	unnamed (+10711)
Fam60a	unnamed (-28580)
Fam69a	unnamed (-14985)
Fam71a	unnamed (+38749)
Fam71f1	unnamed (+16868)
Fam76a	unnamed (-17587)
Fam81a	unnamed (+58288)
Fam83a	unnamed (-10642)
Fam83g	unnamed (-13070)
Fam92b	unnamed (-260945), unnamed (-239358), unnamed (-221953), unnamed (-142492), unnamed (-111864)
Fance	unnamed (-8707)
Fasn	unnamed (-78106)
Fat1	unnamed (+115900)
Fbln5	unnamed (+82975)
Fbln7	unnamed (+29398)
Fbrsl1	unnamed (-32586)
Fbxl18	unnamed (+9671)
Fbxl2	unnamed (+37678)
Fbxl4	unnamed (+121784)
Fbxo11	unnamed (-191774), unnamed (-186844), unnamed (-94719)
Fbxo16	unnamed (+65835), unnamed (+77198)
Fbxo2	unnamed (+32822), unnamed (+89283), unnamed (+110810)
Fbxo22	unnamed (+32750)
Fbxo33	unnamed (-104837)
Fbxo39	unnamed (+40855)
Fbxo41	unnamed (+18617)
Fbxo46	unnamed (+16684)
Fbxo47	unnamed (-30690)
Fbxo8	unnamed (+761280)
Fcgr1	unnamed (-147076), unnamed (-142267)
Fcgr2b	unnamed (-22163)
Fcgr4	unnamed (-20630)
Fcho1	unnamed (+9775)
Fcmr	unnamed (+12550)
Fech	unnamed (+60536)
Fem1c	unnamed (+60386)
Fermt2	unnamed (-35945), unnamed (-21244)
Fgd2	unnamed (+55310)
Fgf1	unnamed (+114573)
Fgf18	unnamed (+24313), unnamed (+221463)
Fgf23	unnamed (+7678)
Fgfbp1	unnamed (+32467)
Fgfr1	unnamed (-277860), unnamed (+37068)
Fgfr3	unnamed (-27242), unnamed (+9502)
Fgg	unnamed (-12694)
Fggy	unnamed (-395937)
Fgr	unnamed (-33957)
Fhdc1	unnamed (+134496), unnamed (+145849)
Fhod1	unnamed (+10645)
Fibcd1	unnamed (+23387)
Fignl1	unnamed (-59007)
Fignl2	unnamed (-19848), unnamed (+38168), unnamed (+71146), unnamed (+94658), unnamed (+186458)
Fis1	unnamed (-42798)
Fitm2	unnamed (-9170)
Fkbp5	unnamed (+6663), unnamed (+142441)
Fkbp6	unnamed (+91064)
Fli1	unnamed (+132189)
Flnb	unnamed (-26377), unnamed (-10503), unnamed (+119835)
Flot2	unnamed (+19799)
Flrt1	unnamed (-61546), unnamed (-52987), unnamed (+38877)
Flt1	unnamed (-99568), unnamed (-25253), unnamed (+161762)
Flt4	unnamed (+26882)
Flywch2	unnamed (-9125)
Fmnl1	unnamed (-20112), unnamed (-10530)
Fmnl3	unnamed (-10418)
Fmod	unnamed (+9459)
Fn1	unnamed (+43866)
Fnbp1l	unnamed (+113568)
Fndc3a	unnamed (+177794)
Fos	unnamed (+12947)
Fosb	unnamed (-23067)
Foxd1	unnamed (+11751), unnamed (+36870)
Foxd2	unnamed (+6536), unnamed (+65421)
Foxd3	unnamed (-210299), unnamed (-82936)
Foxe1	unnamed (-140763)
Foxf1	unnamed (-111818)
Foxi3	unnamed (+56603)
Foxj1	unnamed (+15566)
Foxk1	unnamed (-81659)
Foxl1	unnamed (+92601)
Foxl2	unnamed (+24520)
Foxn1	unnamed (+26951)
Foxn2	unnamed (-280701), unnamed (-188576), unnamed (-183646), unnamed (+67405)
Foxn3	unnamed (-233789), unnamed (+382638)
Foxn4	unnamed (+73269), unnamed (+123856)
Foxo1	unnamed (+132426)
Foxo6	unnamed (+18446)
Foxp1	unnamed (-50235)
Foxp4	unnamed (-106834), unnamed (-50599), unnamed (+50604)
Foxq1	unnamed (-570401)
Foxs1	unnamed (-10278)
Fpr2	unnamed (+22108)
Frem2	unnamed (+131337)
Frmd4b	unnamed (+175442)
Frmd6	unnamed (-41209)
Frmpd3	unnamed (-64618)
Frs2	unnamed (-26199)
Fry	unnamed (-64187)
Fscn1	unnamed (-21876), unnamed (+12021)
Fth1	unnamed (+9687)
Fuk	unnamed (+7587)
Fut8	unnamed (-199404)
Fxyd3	unnamed (-26548), unnamed (+9405)
Fxyd4	unnamed (-60219)
Fyn	unnamed (-198303)
Fzd10	unnamed (-48149)
Fzd2	unnamed (+28682)
Fzd6	unnamed (-15518)
Fzd9	unnamed (-7750)
G430095P16Rik	unnamed (-6952), unnamed (+17315)
G6pc3	unnamed (+16526)
Gabrb3	unnamed (+808014)
Gadd45a	unnamed (-131264)
Gal3st1	unnamed (+15214)
Galm	unnamed (-31671)
Galnt10	unnamed (+141289)
Galnt16	unnamed (+108455)
Galnt9	unnamed (-63266)
Galr1	unnamed (+489944)
Gan	unnamed (+45871)
Gap43	unnamed (+34280), unnamed (+149979)
Gapvd1	unnamed (+83513)
Gas1	unnamed (+338794)
Gas2l2	unnamed (+10691)
Gas2l3	unnamed (+98598)
Gas7	unnamed (-130539)
Gas8	unnamed (+124892)
Gata2	unnamed (-74106)
Gata4	unnamed (-23691)
Gata5	unnamed (-51476)
Gatsl2	unnamed (+19646)
Gba	unnamed (-6413)
Gbp2	unnamed (+67600)
Gbx2	unnamed (-61181), unnamed (-37402), unnamed (-9685)
Gch1	unnamed (+102019)
Gclc	unnamed (-98977)
Gcm1	unnamed (-45375)
Gcm2	unnamed (+18467)
Gcnt1	unnamed (+219603)
Gcnt3	unnamed (-45202)
Gcnt4	unnamed (+59293), unnamed (+83234)
Gdf6	unnamed (-73782)
Gdpd2	unnamed (+9669)
Gfi1	unnamed (+37357)
Gfi1b	unnamed (+28576)
Gfm1	unnamed (+19881)
Gfod1	unnamed (+103223)
Gfod2	unnamed (+41131)
Gfra2	unnamed (-108819)
Gfra3	unnamed (+24916), unnamed (+40569)
Gfra4	unnamed (-12181)
Ggt7	unnamed (+8942)
Ggta1	unnamed (+15727)
Ghrh	unnamed (+17878)
Gins1	unnamed (+24192)
Gins2	unnamed (+21506)
Gipc1	unnamed (-30103)
Gipc2	unnamed (+54964), unnamed (+60047), unnamed (+65525)
Gja1	unnamed (+52528)
Gja3	unnamed (+21592)
Gja4	unnamed (+61712)
Gjb5	unnamed (-61290)
Gk2	unnamed (-478274)
Gli2	unnamed (+215574)
Gli3	unnamed (+295662)
Glod4	unnamed (-121848)
Glrx5	unnamed (-8853), unnamed (+30713)
Gls2	unnamed (+9887)
Glt8d2	unnamed (+23526)
Glyatl3	unnamed (+9489)
Glyctk	unnamed (+8864)
Gm10073	unnamed (-384)
Gm10076	unnamed (+51011)
Gm10118	unnamed (+343813)
Gm10139	unnamed (-201591)
Gm10181	unnamed (-136648)
Gm10197	unnamed (+1458)
Gm10234	unnamed (-105562)
Gm10260	unnamed (-255364), unnamed (-63750), unnamed (+500650)
Gm10269	unnamed (-42265)
Gm10295	unnamed (-353895), unnamed (+726546)
Gm10300	unnamed (+37963), unnamed (+59474)
Gm10320	unnamed (-121456), unnamed (-96533), unnamed (-80486), unnamed (+100889), unnamed (+126008)
Gm10322	unnamed (-76135)
Gm10338	unnamed (-211862), unnamed (-195988)
Gm10384	unnamed (-75603)
Gm10428	unnamed (-7176), unnamed (+3881)
Gm1043	unnamed (+9068)
Gm10647	unnamed (+9022)
Gm10762	unnamed (-71012)
Gm10767	unnamed (-189494), unnamed (-97137), unnamed (-36677)
Gm10775	unnamed (-692)
Gm10837	unnamed (+209)
Gm10945	unnamed (+412166)
Gm10999	unnamed (-14693)
Gm11042	unnamed (-573), unnamed (+31919)
Gm11077	unnamed (+4882)
Gm11084	unnamed (-51334), unnamed (-17922)
Gm11116	unnamed (-1221)
Gm11127	unnamed (-62864)
Gm11146	unnamed (-42476)
Gm11444	unnamed (+1685)
Gm11492	unnamed (-120885)
Gm11627	unnamed (+5858), unnamed (+11519)
Gm11733	unnamed (-97435), unnamed (-89314), unnamed (-58348), unnamed (-1784), unnamed (+39273), unnamed (+111642)
Gm12166	unnamed (+60154)
Gm12216	unnamed (-8769)
Gm12689	unnamed (+150100), unnamed (+277463)
Gm12728	unnamed (-614129), unnamed (-195934)
Gm12789	unnamed (+101632)
Gm12830	unnamed (-155205), unnamed (+258), unnamed (+21730), unnamed (+80615)
Gm12888	unnamed (+93568)
Gm13090	unnamed (+39744), unnamed (+297428)
Gm14025	unnamed (+9435)
Gm14085	unnamed (-17636)
Gm14137	unnamed (+9304), unnamed (+14846)
Gm15023	unnamed (+141557)
Gm15217	unnamed (-688651)
Gm16286	unnamed (+29910)
Gm16405	unnamed (-556324)
Gm16432	unnamed (-62917)
Gm16494	unnamed (-155785), unnamed (-98555)
Gm16506	unnamed (-69573)
Gm1661	unnamed (+9251), unnamed (+61779)
Gm17067	unnamed (-23539)
Gm17190	unnamed (-51647)
Gm17332	unnamed (+12510), unnamed (+165401)
Gm17455	unnamed (+287521)
Gm1979	unnamed (+235975)
Gm20425	unnamed (+17419)
Gm21738	unnamed (+376848)
Gm2381	unnamed (-11438)
Gm27027	unnamed (+19914)
Gm28230	unnamed (+22748)
Gm29106	unnamed (-121927)
Gm3424	unnamed (-50239)
Gm3453	unnamed (+98569)
Gm35911	unnamed (-177064)
Gm43517	unnamed (+6491), unnamed (+16084)
Gm44511	unnamed (+25580)
Gm4559	unnamed (-10197)
Gm4791	unnamed (-662362), unnamed (-646152), unnamed (-555838), unnamed (+369980)
Gm498	unnamed (+111295)
Gm5136	unnamed (+285295)
Gm5148	unnamed (+37218)
Gm5150	unnamed (-45558)
Gm5218	unnamed (+18602)
Gm5225	unnamed (-7881)
Gm525	unnamed (+113735)
Gm5346	unnamed (+23910)
Gm5447	unnamed (+11529)
Gm5737	unnamed (+18583), unnamed (+23763)
Gm5868	unnamed (+340)
Gm5878	unnamed (+330)
Gm6096	unnamed (-9016)
Gm6133	unnamed (+405661)
Gm6594	unnamed (-869517), unnamed (+584162)
Gm6619	unnamed (-52294)
Gm7030	unnamed (-29699), unnamed (+8190)
Gm7102	unnamed (+24065)
Gm7145	unnamed (+88676)
Gm7247	unnamed (-3343)
Gm7535	unnamed (+1951)
Gm7879	unnamed (+35442)
Gm8094	unnamed (-46251)
Gm8122	unnamed (+112410)
Gm815	unnamed (-40403)
Gm8251	unnamed (+19623)
Gm8439	unnamed (+61939)
Gm8444	unnamed (-6964), unnamed (+7075), unnamed (+12395)
Gm853	unnamed (-42076), unnamed (+22748)
Gm8888	unnamed (-186213), unnamed (-1106)
Gm8909	unnamed (-10821), unnamed (+9413)
Gm9047	unnamed (+13618), unnamed (+24132)
Gm9195	unnamed (-40371)
Gm9268	unnamed (-52764)
Gm9376	unnamed (+169908), unnamed (+207153), unnamed (+284784)
Gm9573	unnamed (+50723)
Gm9747	unnamed (-788806)
Gm9772	unnamed (-73922)
Gm9803	unnamed (-12986)
Gm9817	unnamed (+282)
Gm9881	unnamed (-40157)
Gm9887	unnamed (-103978), unnamed (-90116)
Gm9920	unnamed (-166264), unnamed (-7421)
Gmpr	unnamed (-13392), unnamed (+9322)
Gna12	unnamed (-42602)
Gna13	unnamed (-50663)
Gnaz	unnamed (-41509)
Gng2	unnamed (-55080)
Gnpda1	unnamed (-11207)
Gns	unnamed (+96710)
Golga2	unnamed (+29969)
Golga4	unnamed (-18350)
Golga7b	unnamed (+20754)
Gosr1	unnamed (+63173)
Got1	unnamed (-75326)
Got2	unnamed (-27719)
Gpat3	unnamed (+802285)
Gpatch1	unnamed (+83959)
Gpatch2l	unnamed (-52224), unnamed (+63752)
Gpatch8	unnamed (-17404), unnamed (-11743)
Gpcpd1	unnamed (+62477)
Gpd2	unnamed (-55177)
Gpi1	unnamed (-11686)
Gpr132	unnamed (-14745)
Gpr139	unnamed (+161297)
Gpr142	unnamed (+30434)
Gpr151	unnamed (-10226)
Gpr155	unnamed (-50328)
Gpr157	unnamed (-56052), unnamed (+14641)
Gpr161	unnamed (-13399)
Gpr180	unnamed (+43481)
Gpr3	unnamed (+11358)
Gpr35	unnamed (-21754)
Gprc5a	unnamed (+13361)
Gprc5b	unnamed (-38662)
Gprc5c	unnamed (-22484)
Gprc5d	unnamed (+39234)
Gprin1	unnamed (-9614), unnamed (+12410)
Gpx5	unnamed (+15473), unnamed (+58341), unnamed (+68221), unnamed (+76564)
Gpx6	unnamed (+13372)
Gramd2	unnamed (-15688)
Gramd4	unnamed (+83961)
Grap	unnamed (+18084)
Grasp	unnamed (+14966)
Grb7	unnamed (+11662)
Greb1l	unnamed (+207780)
Grhl3	unnamed (+48527)
Grhpr	unnamed (-7333)
Grid1	unnamed (-48031), unnamed (+76615)
Grid2ip	unnamed (+30609)
Grik1	unnamed (+564384), unnamed (+568922)
Grik3	unnamed (+107639)
Grik4	unnamed (+46613), unnamed (+423191)
Grin2c	unnamed (+9013)
Grip1	unnamed (-127339)
Grip2	unnamed (-36271)
Grm2	unnamed (+9924)
Grm4	unnamed (+187938)
Grm5	unnamed (+528075)
Grm8	unnamed (-80303)
Grp	unnamed (+52340)
Gse1	unnamed (-199117), unnamed (-168489), unnamed (-89028), unnamed (-71623), unnamed (-50036), unnamed (+79351)
Gsn	unnamed (-67107)
Gsta4	unnamed (-23843)
Gtdc1	unnamed (-140465), unnamed (+304499)
Gtf2a1l	unnamed (-32831)
Gtf2h4	unnamed (-8502)
Gtf2i	unnamed (-27734)
Gtf2ird1	unnamed (-66081), unnamed (-32917), unnamed (+114198)
Gtf2ird2	unnamed (+37857)
Gtf3a	unnamed (-42523), unnamed (-10596)
Gtf3c4	unnamed (+88272)
Gtf3c5	unnamed (-10217)
Guca2b	unnamed (-75027)
Gucy1a2	unnamed (+623641), unnamed (+727043)
Gucy2g	unnamed (+33140)
Gxylt1	unnamed (+159310)
H1f0	unnamed (-60453)
H1foo	unnamed (+17072)
H1fx	unnamed (-12609)
H2-M10.1	unnamed (+10782)
H2-M10.2	unnamed (-28883)
H2-Q2	unnamed (+16998)
H2-Q4	unnamed (-20377)
H2-T3	unnamed (-59151), unnamed (-25723), unnamed (-16203), unnamed (+10929)
H2afy2	unnamed (-152935), unnamed (+31870)
